Date,Open,High,Low,Close,SMA7,SMA20,SMA50,EMA10,EMA20,EMA50,EMA100,RSI30,RSI21,RSI14,RSI7,"MACD(10,30,9)","Signal(10,30,9)","Histogram(10,30,9)","MACD(5,13,9)","Signal(5,13,9)","Histogram(5,13,9)","MACD(12,26,9)","Signal(12,26,9)","Histogram(12,26,9)"
2002-08-12T03:45:00.000Z,38.724998474121094,40,38.724998474121094,39.70000076293945,37.15714318411691,40.24625015258789,39.34475006103516,38.05500030517578,40.24625015258789,39.34475006103516,41.48337509155274,47.78,52.94,64.31,39.64,0.1457948973799077,,,1.9603657622278732,,,0.8425235590902105,,
2002-08-13T03:45:00.000Z,39.75,40.38750076293945,38.875,39.162498474121094,36.9500002179827,40.30812511444092,39.33900001525879,38.79954598166726,40.312083471389045,39.34740686154833,41.793605317975036,45.62,55.25,65.41,52.66,-0.11262919930891258,,,1.744273234943357,,,0.7843541909393394,,
2002-08-14T03:45:00.000Z,39.25,39.25,35.724998474121094,36.462501525878906,37.05535779680525,40.39687519073486,39.315500030517576,39.21781007120432,40.371646950304374,39.294077150784105,42.15635569261039,46.18,55.72,56.67,65.35,-0.46159735743491837,,,2.0924927746636754,,,0.6281321712289838,,
2002-08-15T03:45:00.000Z,36.462501525878906,36.462501525878906,36.462501525878906,36.462501525878906,37.889286041259766,40.67250003814697,39.3425,39.56684474242889,40.524347095429775,39.23597608604747,42.5312298675266,47.32,52.46,59.26,64.09,-0.68955736000472,,,2.277547286746433,,,0.4716546019131087,,
2002-08-16T03:45:00.000Z,36.275001525878906,38,35.75,36.375,38.701786041259766,40.95874996185303,39.35625,39.8524185643399,40.68274261015075,39.15417316211929,42.84348272632925,48.21,50.4,58.2,55.42,-0.7870332256808013,,,1.8772187512574376,,,0.2918312609042033,,
2002-08-19T03:45:00.000Z,36.67499923706055,36.67499923706055,35.13750076293945,35.474998474121094,39.37678582327707,41.189374923706055,39.35650001525879,40.61561505028911,40.711767050808824,39.04567620528871,43.16366130131163,45.78,53.24,52.05,55.67,-0.7981568608463974,,,1.7352592764910497,,,0.09476943441857344,,
2002-08-20T03:45:00.000Z,35.724998474121094,38.724998474121094,35.48749923706055,36.462501525878906,40.18571472167969,41.425,39.36400001525879,41.32186685932745,40.661836855493696,38.9203555099488,43.442846241145844,45.25,49.98,50.13,55.67,-0.9615309071282141,,,1.5215080371841196,,,-0.16440737087749113,,
2002-08-21T03:45:00.000Z,38.474998474121094,39.20000076293945,36.525001525878906,38.25,40.85357175554548,41.66999988555908,39.35799995422363,41.52016351656266,40.72856660611911,38.81220425364183,43.70338390912555,45.25,49.15,50.13,72.17,-1.1119546679817134,,,1.022149367463129,,,-0.34265818198152687,,
2002-08-22T03:45:00.000Z,39.51250076293945,41.57500076293945,39.3125,39.900001525878906,41.68214307512556,41.761874961853025,39.328499984741214,41.85058860916561,40.667512788953374,38.73231395059231,43.9988614554795,47.3,47.54,53.93,73.92,-1.2140449404475078,-0.6656344023836974,-0.5484105380638103,0.5857471150536426,1.6462846228923018,-1.0605375078386592,-0.431542220731032,0.24162860498937436,-0.6731708257204063
2002-08-23T03:45:00.000Z,40.25,43.625,39.76250076293945,42.29999923706055,42.339285714285715,41.75437488555908,39.27749992370605,42.073209000760855,40.58013061857686,38.67810550053461,44.29987411503316,46.87,45.94,54.69,55.15,-1.1621077318532542,-0.7649290682776088,-0.39717866357564546,0.30848167962661677,1.378724034239165,-1.0702423546125481,-0.45936844825268963,0.10142919434096156,-0.5607976425936512
2002-08-26T03:45:00.000Z,42.974998474121094,43.25,41.8125,42.150001525878906,42.35535703386579,41.59437484741211,39.17074996948242,41.96444345046272,40.43916565243821,38.61082691329322,44.52314394964517,46.56,42.95,49.7,60.36,-1.1365825914189713,-0.8392597729058813,-0.29732281851309006,0.33297344113773164,1.1695739156188782,-0.8366004744811466,-0.587615384687254,-0.03637972146468155,-0.5512356632225726
2002-08-27T03:45:00.000Z,42.5,44.25,40.75,41.099998474121094,42.52499989100865,41.40874977111817,39.072499923706054,41.7777264594695,40.248530828396476,38.55697092598997,44.753131213274756,48.71,43.8,46.64,58.12,-1.1227752586732507,-0.8959628700593552,-0.22681238861389552,0.3715893364001772,1.009976999775138,-0.6383876633749608,-0.7063260569970993,-0.17036898857116511,-0.5359570684259342
2002-08-28T03:45:00.000Z,40.974998474121094,41.599998474121094,40.287498474121094,41.13750076293945,42.80714307512556,41.210624885559085,38.98724998474121,41.62495801229323,39.9522422507339,38.4895407534366,44.993415758812674,46.83,45.54,51.37,46.02,-0.9802683806706014,-0.9128239721816044,-0.06744440848899702,0.14738925806643266,0.837459451433397,-0.6900701933669643,-0.7912836941971548,-0.29455192969636307,-0.49673176450079176
2002-08-29T03:45:00.000Z,40.88750076293945,41.875,40.75,41.13750076293945,42.85535703386579,41.02499980926514,38.90125,41.688601732625564,39.71155243990787,38.424754901375515,45.251466962120915,46.91,46.89,46.55,42.55,-0.9740647744637698,-0.9250721326380374,-0.048992641825732375,-0.1401244155675485,0.6419426780332078,-0.7820670936007563,-0.7700535996545099,-0.38965226368799244,-0.3804013359665175
2002-08-30T03:45:00.000Z,41.26250076293945,45.125,41.25,44.04999923706055,42.82678549630301,40.86874980926514,38.83799995422363,41.77931050851183,39.54973799448231,38.40711739442436,45.52074481384369,48.62,43.45,45.33,42.55,-0.9534919319925592,-0.9307560925089418,-0.02273583948361746,-0.07393597365317106,0.498766947695932,-0.5727029213491031,-0.7635906031868487,-0.4644399315877637,-0.299150671599085
2002-09-02T03:45:00.000Z,44.75,45.974998474121094,44.04999923706055,44.5,42.38214274815151,40.589999771118165,38.70324996948242,41.635344822793414,39.447381849686,38.36419122209399,45.75845286754736,48.06,42.71,43.01,52.05,-0.834185271682621,-0.9114419283436777,0.07725665666105663,-0.2754499530865431,0.343923567539437,-0.6193735206259801,-0.762788260296702,-0.5241095973295513,-0.23867866296715068
2002-09-03T03:45:00.000Z,44.75,44.9375,42,42.412498474121094,42.02142824445452,40.218749809265134,38.54824996948242,41.37210030955825,39.22144079380538,38.300889605541286,45.95506766224939,48.06,42.71,40.72,53.88,-0.7653415227310987,-0.8822218472211618,0.11688032449006314,-0.44177013897366635,0.1867848262368163,-0.6285549652104827,-0.6726976087346443,-0.5538271996105699,-0.11887040912407443
2002-09-04T03:45:00.000Z,41.875,43.75,41.38750076293945,43.337501525878906,41.98928560529436,39.93624992370606,38.43875,41.37035466001321,38.987256028961006,38.247423346500454,46.11907620828526,48.24,45.9,36.6,43.08,-0.7036711867566936,-0.8465117151282682,0.14284052837157457,-0.6395833863635474,0.021511183716743543,-0.6610945700802909,-0.6722253513582501,-0.5775068299601059,-0.09471852139814418
2002-09-05T03:45:00.000Z,44.662498474121094,44.86249923706055,42.5,43.07500076293945,41.65357099260603,39.60749988555908,38.30449996948242,41.137108635625154,38.775374575054194,38.18379890153965,46.28454001552953,48.24,45.27,38.09,37.27,-0.639417013871288,-0.8050927748768721,0.16567576100558412,-0.8483533615444685,-0.15246172533549887,-0.6958916362089697,-0.6612033301065949,-0.5942461299894037,-0.0669572001171912
2002-09-06T03:45:00.000Z,43.25,43.25,41.01250076293945,41.474998474121094,41.241070883614675,39.34124984741211,38.18549995422363,40.88490706551149,38.67771985362046,38.14227737598908,46.40712335134322,50.14,44.82,41.14,49.04,-0.5827366409135877,-0.7606215480842152,0.17788490717062755,-1.1748716133953678,-0.3569437029474727,-0.8179279104478951,-0.5822120672816808,-0.5918393174478591,0.00962725016617827
2002-09-09T03:45:00.000Z,39.5,42.6875,39.5,40.9375,41.2249995640346,39.143124961853026,38.114499969482424,40.56037823071324,38.566746606888934,38.13375666465855,46.49015058149724,51.52,48.17,43.5,39.63,-0.4386765430014563,-0.6962325470676635,0.25755600406620716,-1.2507455901730324,-0.5357040803925847,-0.7150415097804478,-0.5356268740584014,-0.5805968287699675,0.044969954711566174
2002-09-10T03:45:00.000Z,40.9375,40.9375,40.9375,40.9375,41.103571210588726,38.96374988555908,38.06199996948242,40.17440037058356,38.450865832339616,38.140766207220956,46.50173177320897,48.24,45.38,38.47,37.41,-0.2528867169254596,-0.6075633810392227,0.3546766641137631,-1.1226377819655724,-0.6530908207071822,-0.46954696125839024,-0.49302449333865184,-0.5630823616837044,0.07005786834505257
2002-09-11T03:45:00.000Z,41.162498474121094,42.70000076293945,41.162498474121094,41.974998474121094,40.93392835344587,38.83499984741211,38.00949996948242,39.622236805557364,38.44244996612256,38.14750086576131,46.57818261407731,47.85,45.51,37.43,33.23,-0.2748728694441809,-0.5410252787202143,0.26615240927603345,-0.9078795760045395,-0.7040485717666536,-0.20383100423788592,-0.44804508013753264,-0.54007490537447,0.09202982523693737
2002-09-12T03:45:00.000Z,42.48749923706055,43.224998474121094,41.900001525878906,42.1875,40.52321406773159,38.605624961853025,37.96150001525879,39.22273906583067,38.34197861343846,38.20348125388594,46.624901770234196,46.39,48.17,37.43,29.34,-0.3090044348753622,-0.4946211099512439,0.1856166750758817,-1.0085944711088075,-0.7649577516350844,-0.24363671947372312,-0.40769887230032964,-0.513599698759642,0.10590082645931231
2002-09-13T03:45:00.000Z,40.712501525878906,42.224998474121094,40.63750076293945,40.98749923706055,39.9874997820173,38.367499923706056,37.97775001525879,39.00269573803227,38.25464724425961,38.391580028243354,46.68554727973451,44.77,47.32,43.07,23.13,-0.40921634045565725,-0.4775401560521266,0.06832381559646933,-1.0776413411155943,-0.8274944695311863,-0.25014687158440796,-0.3076248515535269,-0.4724047293184189,0.164779877764892
2002-09-16T03:45:00.000Z,41.375,41.599998474121094,39.875,40.1875,39.4375,38.22875003814697,38.00475006103515,38.906750780957516,38.25063336631859,38.54632204775847,46.72122949671126,43.65,47.32,42.09,27.11,-0.5705608346263702,-0.4961442917669753,-0.07441654285939492,-1.0657804410663445,-0.875151663838218,-0.19062877722812654,-0.1778504572886419,-0.41349387491246353,0.23564341762382163
2002-09-17T03:45:00.000Z,40.912498474121094,41.625,40.775001525878906,41.36249923706055,39.04285703386579,38.11625003814697,38.046250076293944,38.57370532313605,38.220811140954915,38.692054546393024,46.8294724769744,44.48,47.6,41.39,35.12,-0.7504105741946532,-0.5469975482525109,-0.20341302594214228,-0.8201562415473234,-0.8641525793800391,0.043996337832715726,-0.18782372904276912,-0.36835984573852465,0.18053611669575553
2002-09-18T03:45:00.000Z,41.125,41.25,39.75,40.087501525878906,38.56428582327707,37.945000076293944,38.059250106811525,38.244395403100306,38.193829127530634,38.822268123512494,46.903146274203834,46.09,47.6,47.24,41.06,-0.8426074649000554,-0.6061195315820198,-0.23648793331803564,-0.6859824469028766,-0.8285185528846066,0.14253610598173005,-0.20745715768638462,-0.33617930812809665,0.12872215044171204
2002-09-19T03:45:00.000Z,39.75,41.07500076293945,39.25,39.75,38.33392824445452,37.841250038146974,38.08000007629394,37.97496001398015,38.17655975947433,38.91257133435514,46.95679682792377,47.57,50.65,42.81,31.02,-0.831442762683622,-0.6511841778023403,-0.18025858488128177,-0.6075986932189323,-0.7843345809514718,0.17673588773253945,-0.2733241705685501,-0.32360828061618735,0.050284110047637276
2002-09-20T03:45:00.000Z,38.32500076293945,39.67499923706055,38.162498474121094,39.099998474121094,37.95178549630301,37.75437507629395,38.14100006103516,37.93405819325649,38.160935093137674,39.06501948740242,47.029186974639344,46.68,52.82,43.03,29.16,-0.7456960287865257,-0.6700865479991773,-0.07560948078734842,-0.34101741754350456,-0.6956711482698783,0.35465373072637374,-0.38264084641648566,-0.335414793776247,-0.04722605264023866
2002-09-23T03:45:00.000Z,39.375,39.474998474121094,38.275001525878906,38.4375,37.61785725184849,37.74000015258789,38.21500007629395,37.8574113877443,38.22298889379123,39.21148928150666,47.09049020286431,47.41,47.61,47.62,29.16,-0.7167728506850537,-0.6794238085363526,-0.03734904214870105,-0.35816033044044104,-0.6281689847039909,0.2700086542635498,-0.5068049106883663,-0.36969281715867086,-0.13711209352969544
2002-09-24T03:45:00.000Z,38.29999923706055,38.29999923706055,36.724998474121094,37.13750076293945,37.37857164655413,37.788750076293944,38.39400009155273,37.76515449435826,38.336275520489316,39.53211718273932,47.117658743914106,46.46,47.01,46.22,43.67,-0.653969480202683,-0.6743329428696188,0.020363462666935783,-0.34375846033750435,-0.5712868798306936,0.22752841949318925,-0.5733801187567806,-0.4104302774782928,-0.16294984127848783
2002-09-25T03:45:00.000Z,36.275001525878906,37.75,36,37.42499923706055,37.466071537562776,37.83125,38.65325004577637,37.873762629395046,38.303058731591335,39.94654390004841,47.13562592771539,46.46,44.78,46.22,41.3,-0.645149394661793,-0.6684962332280536,0.02334683856626063,-0.16915893382102354,-0.4908612906287596,0.32170235680773607,-0.5701452933851741,-0.4423732806596691,-0.12777201272550498
2002-09-26T03:45:00.000Z,38.20000076293945,38.61249923706055,37.75,38.01250076293945,37.47857175554548,37.85062503814697,38.873250045776366,37.785351380948576,38.25633885239216,40.27903234463712,47.14061354821487,49.53,42.35,46.71,39.58,-0.6308308025655478,-0.6609631470955525,0.030132344530004684,-0.11371383151134751,-0.4154317988052772,0.3017179672939297,-0.5152448013580724,-0.4569475847993497,-0.058297216558722664
2002-09-27T03:45:00.000Z,37.88750076293945,39,37.88750076293945,38.474998474121094,37.38392857142857,37.80750007629395,39.106000061035154,37.71983280933257,38.15097339272423,40.6465213321368,47.145502403951994,47.88,40.71,46.71,53.6,-0.47904090908440367,-0.6245786994933227,0.145537790408919,-0.07661597154813649,-0.34766863335384907,0.2710526618057126,-0.4972712971925404,-0.46501232727798786,-0.032258969914552516
2002-09-30T03:45:00.000Z,37.88750076293945,38.474998474121094,36.275001525878906,37.07500076293945,37.36785725184849,37.703125190734866,39.355500106811526,37.809408939613725,37.983023618459015,41.05057934903102,47.102769667973945,46.51,42.08,52.16,42.52,-0.43495473057978984,-0.5866539057106162,0.1516991751308263,-0.03748295522125744,-0.28563149772733076,0.24814854250607332,-0.4555854432114046,-0.4631269504646712,0.007541507253266633
2002-10-01T03:45:00.000Z,37.25,37.75,36.125,36.76250076293945,37.41250010899135,37.64187507629394,39.58400009155273,37.83269822332032,37.77987836661731,41.34271349220627,47.11756627799666,47.03,44.7,55.81,43.05,-0.4620916469668259,-0.5617414539618582,0.09964980699503223,-0.01333632897630821,-0.23117246397712626,0.21783613500081805,-0.44964237852600775,-0.46043003607693855,0.010787657550930807
2002-10-02T03:45:00.000Z,36.76250076293945,36.76250076293945,36.76250076293945,36.76250076293945,37.50714274815151,37.611874961853026,39.84100006103515,37.85175309180754,37.62584218637958,41.66701881553389,47.1263768467492,46.25,47.06,46.7,53.52,-0.4554475665830964,-0.5404826764861058,0.08503510990300944,0.1534776135073912,-0.15424244848022278,0.307720061987614,-0.4398620015955643,-0.45631642918066373,0.016454427585099407
2002-10-03T03:45:00.000Z,37.25,39.75,37.25,37.75,37.714285714285715,37.6125,40.144750061035154,37.88097994110425,37.544809742522375,42.0702730095498,47.135508028514145,47.68,45.68,45.71,49.79,-0.48167661278108653,-0.528721463745102,0.04704485096401545,0.3557768322112693,-0.052238592341924364,0.4080154245531937,-0.33644614343877066,-0.4323423720322851,0.09589622859351443
2002-10-04T03:45:00.000Z,38.25,38.36249923706055,37.125,37.51250076293945,37.74107142857143,37.59249992370606,40.43725006103516,37.90489281780156,37.52625628838892,42.47437995035177,47.14148806755347,49.89,46.84,42.09,49.79,-0.4374510251170136,-0.5104673760194843,0.07301635090247072,0.18300620573474902,-0.005189632726589691,0.1881958384613387,-0.3044370599872508,-0.4067613096232782,0.10232424963602743
2002-10-07T03:45:00.000Z,37.76250076293945,38,37.025001525878906,37.349998474121094,37.80178560529436,37.564999961853026,40.73875007629395,38.069912305474006,37.47256535862606,42.87097295331362,47.131013041207076,50.93,45.36,38.32,51.05,-0.3046279988319327,-0.469299500581974,0.1646715017500413,0.0422323642254554,0.004294766663819328,0.037937597561636074,-0.32076114491854213,-0.389561276682331,0.06880013176378885
2002-10-08T03:45:00.000Z,37.462501525878906,38.724998474121094,37.25,38.36249923706055,37.896428789411274,37.559375,40.99825012207031,38.31401888159166,37.45017810895316,43.163287769377376,47.12643855575503,50.93,45.36,35.88,51.05,-0.1539378159189866,-0.4062271636493765,0.2522893477303899,-0.1664110814326989,-0.02984640295548432,-0.13656467847721457,-0.3149380075294559,-0.374636622851756,0.059698615322300086
